FullName,Winery,WineName,Year,Region,RegionalVariety,WineRating,WineRatingCount,WinePrice,WineRatingPriceRatio
Domaine des Malandes Chablis Premier Cru 'Côte de Léchet' 2015,Domaine des Malandes,Chablis Premier Cru 'Côte de Léchet',2015,Burgundy,Chablis,4.1,188,28.99,0.141428079
La Raia Pisé Gavi 2015,La Raia,Pisé Gavi,2015,Italian,Gavi,3.9,324,21.43,0.181987867
Chapel Down Kit's Coty Bacchus 2016,Chapel Down,Kit's Coty Bacchus,2016,,,4.2,99,28,0.15
Alphonse Mellot Sancerre 2017,Alphonse Mellot,Sancerre,2017,Upper Loire Valley,White,3.8,284,25.93,0.1465484
Quinta das Bágeiras Garrafeira Branco 2016,Quinta das Bágeiras,Garrafeira Branco,2016,Northern Portugal,White,4,925,21.6,0.185185185
Ballot Millot Meursault 2015,Ballot Millot,Meursault,2015,Burgundy,Côte de Beaune White,4.1,285,28.4,0.144366197
Albert Mann Riesling Grand Cru Schlossberg 2009,Albert Mann,Riesling Grand Cru Schlossberg,2009,Alsace,Riesling,4.2,961,29.99,0.140046682
Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Dry GG 2015,Dr. Loosen,Wehlener Sonnenuhr Alte Reben Riesling Dry GG,2015,German,Riesling,4,404,21.84,0.183150183
Jean-Marc Brocard Chablis Premier Cru 'Montmains' 2016,Jean-Marc Brocard,Chablis Premier Cru 'Montmains',2016,Burgundy,Chablis,4,901,27.72,0.144300144
La Taille Aux Loups Les Hauts de Husseau 2016,La Taille Aux Loups,Les Hauts de Husseau,2016,Loire,Chenin Blanc,4,264,22,0.181818182
Can Ràfols dels Caus El Rocallís 2015,Can Ràfols dels Caus,El Rocallís,2015,,,4.2,599,29.24,0.143638851
BLANKbottle Orbitofrontal Cortex 2015,BLANKbottle,Orbitofrontal Cortex,2015,,,4.1,284,22.4,0.183035714
Martí Fabra Masia Carreras Empordà Blanco 2013,Martí Fabra,Masia Carreras Empordà Blanco,2013,,,4.2,339,21.09,0.199146515
Jean-Michel Gerin La Loye Condrieu 2017,Jean-Michel Gerin,La Loye Condrieu,2017,Northern Rhône,Condrieu,4,821,28.57,0.140007
Louis Jadot Pouilly-Fuissé les Petites Pierres 2015,Louis Jadot,Pouilly-Fuissé les Petites Pierres,2015,Burgundy,Macônnais White,3.9,674,23.78,0.164003364
Terras Gauda Terras Gauda O Rosal Etiqueta Negra (Black Label) 2017,Terras Gauda,Terras Gauda O Rosal Etiqueta Negra (Black Label),2017,Spanish,Albariño,4.2,402,26.51,0.158430781
Marcel Deiss Burg 2012,Marcel Deiss,Burg,2012,,,4.1,431,28.99,0.141428079
Leitz Rüdesheimer Berg Roseneck Riesling Spätlese 2009,Leitz,Rüdesheimer Berg Roseneck Riesling Spätlese,2009,German,Riesling,4,398,25.55,0.156555773
Paul Blanck Gewürztraminer 2018,Paul Blanck,Gewürztraminer,2018,Alsace,Gewürztraminer,3.9,1422,29.58,0.131845842
Fefiñanes 1583 Albariño de Fefiñanes 2018,Fefiñanes,1583 Albariño de Fefiñanes,2018,Spanish,Albariño,4,1333,21,0.19047619
DeMorgenzon Reserve Chardonnay 2018,DeMorgenzon,Reserve Chardonnay,2018,South African,Chardonnay,4,1102,20.44,0.195694716
Pegasus Bay Chardonnay 2013,Pegasus Bay,Chardonnay,2013,New Zealand,Chardonnay,4,442,25,0.16
Antoine Arena Bianco Gentile 2016,Antoine Arena,Bianco Gentile,2016,,,3.9,235,23.53,0.165745856
Henri Bourgeois Pouilly-Fumé La Demoiselle de Bourgeois 2016,Henri Bourgeois,Pouilly-Fumé La Demoiselle de Bourgeois,2016,Upper Loire Valley,White,4.1,1324,20.08,0.204183267
Dopff au Moulin Gewürztraminer Grand Cru Brand de Turckheim 2011,Dopff au Moulin,Gewürztraminer Grand Cru Brand de Turckheim,2011,Alsace,Gewürztraminer,4.1,255,24.34,0.168447001
Domaine Masson-Blondelet Tradition Cullus Pouilly-Fumé 2014,Domaine Masson-Blondelet,Tradition Cullus Pouilly-Fumé,2014,Upper Loire Valley,White,4.2,273,29.5,0.142372881
Charly Nicolle Chablis Premier Cru 'Les Fourneaux' 2017,Charly Nicolle,Chablis Premier Cru 'Les Fourneaux',2017,Burgundy,Chablis,4,325,21,0.19047619
Domaine d'Elise Chablis 1er Cru Cote de Lechet 2017,Domaine d'Elise,Chablis 1er Cru Cote de Lechet,2017,Burgundy,Chablis,4,120,26.55,0.150659134
Viña Aquitania SOLdeSOL Chardonnay 2015,Viña Aquitania,SOLdeSOL Chardonnay,2015,Chilean,Chardonnay,4.1,1982,22.48,0.182384342
Jean-Marc Brocard Chablis Premier Cru 'Fourchaume' 2017,Jean-Marc Brocard,Chablis Premier Cru 'Fourchaume',2017,Burgundy,Chablis,4,667,29.95,0.133555927
Savage Never Been Asked To Dance 2017,Savage,Never Been Asked To Dance,2017,South African,Chenin Blanc,4.3,63,27.99,0.153626295
Joh. Jos. Prüm Graacher Himmelreich Riesling Spätlese 2017,Joh. Jos. Prüm,Graacher Himmelreich Riesling Spätlese,2017,German,Riesling,4.2,1222,26.08,0.161042945
Pacherhof Alte Reben Sylvaner 2015,Pacherhof,Alte Reben Sylvaner,2015,Northern Italy,White,4.1,312,20.16,0.203373016
Broglia Bruno Gavi 2017,Broglia,Bruno Gavi,2017,Italian,Gavi,3.9,560,22.56,0.17287234
Montcalmès Coteaux du Languedoc Blanc 2016,Montcalmès,Coteaux du Languedoc Blanc,2016,Languedoc-Roussillon,White,4,1415,22.68,0.176366843
Rijk's Reserve Chenin Blanc 2014,Rijk's,Reserve Chenin Blanc,2014,South African,Chenin Blanc,4.1,237,25.16,0.162957075
Knipser Mandelpfad Riesling GG 2015,Knipser,Mandelpfad Riesling GG,2015,German,Riesling,4.2,283,24.02,0.174854288
S.A. Prüm Wehlener Sonnenuhr Devon Riesling GG 2010,S.A. Prüm,Wehlener Sonnenuhr Devon Riesling GG,2010,German,Riesling,4.1,69,25.2,0.162698413
Dona Berta Vinha Centenária Reserva Branco 2011,Dona Berta,Vinha Centenária Reserva Branco,2011,Northern Portugal,White,4.2,271,22.19,0.189274448
Vina Antunović Premium Limited Edition Chardonnay Sur Lie 2011,Vina Antunović,Premium Limited Edition Chardonnay Sur Lie,2011,,,4.1,39,24.99,0.164065626
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Spätlese 2017,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Spätlese,2017,German,Riesling,4.2,1763,23.33,0.180025718
Quinta Edmun do Val Reserva Alvarinho 2013,Quinta Edmun do Val,Reserva Alvarinho,2013,Portuguese,Vinho Verde White,4,337,27.45,0.14571949
François Chidaine Clos du Breuil Montlouis Sur Loire 2010,François Chidaine,Clos du Breuil Montlouis Sur Loire,2010,Loire,Chenin Blanc,3.9,679,23.11,0.168758113
Auvigue Le Moulin du Pont Saint-Véran 2016,Auvigue,Le Moulin du Pont Saint-Véran,2016,Burgundy,Macônnais White,3.9,524,21.99,0.177353342
Skerk Malvazija 2012,Skerk,Malvazija,2012,Northern Italy,White,4,584,21.84,0.183150183
Little Beauty Black Edition Sauvignon Blanc 2014,Little Beauty,Black Edition Sauvignon Blanc,2014,New Zealand,Sauvignon Blanc,4.1,515,29.99,0.136712237
Château Lamothe-Bouscaut Pessac-Léognan Blanc 2015,Château Lamothe-Bouscaut,Pessac-Léognan Blanc,2015,Bordeaux,White,3.9,189,24.99,0.156062425
Jean-Michel Gerin La Loye Condrieu 2018,Jean-Michel Gerin,La Loye Condrieu,2018,Northern Rhône,Condrieu,4,821,29.41,0.13600816
Albert Boxler Gewürztraminer 2016,Albert Boxler,Gewürztraminer,2016,Alsace,Gewürztraminer,4.1,243,22.48,0.182384342
Alain Jaume Domaine Grand Veneur Châteauneuf-Du-Pape La Fontaine Blanc 2016,Alain Jaume,Domaine Grand Veneur Châteauneuf-Du-Pape La Fontaine Blanc,2016,Southern Rhône,White,4.1,232,29.41,0.139408365
Villa Minna Vineyard Blanc 2013,Villa Minna Vineyard,Blanc,2013,,,4,375,21.95,0.182232346
Hubert Lamy Santenay 1er Cru 'Clos des Gravières' Blanc 2015,Hubert Lamy,Santenay 1er Cru 'Clos des Gravières' Blanc,2015,Burgundy,Côte de Beaune White,4.2,109,29.08,0.144429161
Koquelicot Belaigra Grand cru 2015,Koquelicot,Belaigra Grand cru,2015,,,4.2,140,21.99,0.190995907
Guillemot-Michel Quintaine Viré-Clessé 2017,Guillemot-Michel,Quintaine Viré-Clessé,2017,Burgundy,Macônnais White,4.1,610,22.22,0.184518452
Albert Boxler Gewürztraminer Réserve 2013,Albert Boxler,Gewürztraminer Réserve,2013,Alsace,Gewürztraminer,4.1,127,23.07,0.177719983
Dittiére Sylvain La Porte Saint Jean La Perlée 2016,Dittiére Sylvain,La Porte Saint Jean La Perlée,2016,,,3.9,219,21,0.185714286
Luis A. Rodriguez Vazquez A Teixa Ribeiro 2016,Luis A. Rodriguez Vazquez,A Teixa Ribeiro,2016,,,4.2,238,22.07,0.19030358
Gruber Röschitz Mühlberg Grüner Veltliner 2016,Gruber Röschitz,Mühlberg Grüner Veltliner,2016,Austrian,Grüner Veltliner,4,126,26,0.153846154
Jean-Paul & Benoit Droin Chablis Premier Cru Vosgros 2017,Jean-Paul & Benoit Droin,Chablis Premier Cru Vosgros,2017,Burgundy,Chablis,4,277,27.88,0.143472023
Bret Brothers & The Soufrandière Climat Le Clos Reyssie Pouilly-Fuissé 2016,Bret Brothers & The Soufrandière,Climat Le Clos Reyssie Pouilly-Fuissé,2016,Upper Loire Valley,White,4.1,122,24.37,0.168239639
Auvigue Vieilles Vignes Pouilly-Fuissé 2015,Auvigue,Vieilles Vignes Pouilly-Fuissé,2015,Burgundy,Macônnais White,4,309,28.95,0.138169257
Kramar Primario 2017,Kramar,Primario,2017,,,4.2,99,28.25,0.148672566
Montauto Enos I 2017,Montauto,Enos I,2017,Central Italy,White,4.2,377,23.7,0.17721519
Domaine de Pouilly Cuvée Prestige Pouilly-Fuisse 2017,Domaine de Pouilly,Cuvée Prestige Pouilly-Fuisse,2017,Burgundy,White,4,307,24.25,0.164948454
Casas do Coro Reserva Branco 2015,Casas do Coro,Reserva Branco,2015,Northern Portugal,White,4.3,37,27.77,0.154843356
Altura Ansonaco 2017,Altura,Ansonaco,2017,Central Italy,White,4,451,29.83,0.134093195
Domaine Pierre Prieur & Fils Cuvée Maréchal Prieur Sancerre Blanc 2014,Domaine Pierre Prieur & Fils,Cuvée Maréchal Prieur Sancerre Blanc,2014,Upper Loire Valley,White,4,98,25.21,0.158667196
Maxime Magnon La Bégou White 2018,Maxime Magnon,La Bégou White,2018,Languedoc-Roussillon,White,4.1,495,21.76,0.188419118
Jean François Ganevat Schiste 2016,Jean François Ganevat,Schiste,2016,Jura,White,4.3,36,28.57,0.150507525
Do Ferreiro (Bodegas Gerardo Mendez) Cepas Vellas Rias Baixas Albariño 2018,Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albariño,2018,Spanish,Albariño,4.2,912,25.12,0.167197452
Alex Gambal Fixin 2015,Alex Gambal,Fixin,2015,Burgundy,White,4,104,23.44,0.170648464
Quinta das Bágeiras Garrafeira Branco 2017,Quinta das Bágeiras,Garrafeira Branco,2017,Northern Portugal,White,4,925,20.12,0.198807157
Chanson Chablis Premier Cru 'Montée de Tonnerre' 2012,Chanson,Chablis Premier Cru 'Montée de Tonnerre',2012,Burgundy,Chablis,4,180,27.35,0.146252285
Patrick Javillier Cuvée Oligocène Bourgogne 2012,Patrick Javillier,Cuvée Oligocène Bourgogne,2012,Burgundy,White,4,328,20.95,0.190930788
José Pariente Finca Las Comas Verdejo 2016,José Pariente,Finca Las Comas Verdejo,2016,Spanish,Verdejo,4.2,28,27.45,0.153005464
Francois Villard Saint Peray Version Longue 2016,Francois Villard,Saint Peray Version Longue,2016,Northern Rhône,Saint-Péray,4.1,181,20.92,0.195984704
Cloudy Bay Gewürztraminer 2008,Cloudy Bay,Gewürztraminer,2008,,,3.9,68,24.98,0.1561249
Domaine Weinbach Clos des Capucins Cuvée Sainte Catherine Alsace Pinot Gris 2018,Domaine Weinbach,Clos des Capucins Cuvée Sainte Catherine Alsace Pinot Gris,2018,Alsace,Pinot Gris,4.1,568,28.57,0.143507175
Pepe Mendoza Casa Agrícola Velo Flor Ánfora 2017,Pepe Mendoza Casa Agrícola,Velo Flor Ánfora,2017,,,4.2,32,21.64,0.194085028
Cloudy Bay Sauvignon Blanc 2016,Cloudy Bay,Sauvignon Blanc,2016,New Zealand,Sauvignon Blanc,4.1,37863,20.65,0.198547215
Cloudy Bay Sauvignon Blanc 2015,Cloudy Bay,Sauvignon Blanc,2015,New Zealand,Sauvignon Blanc,4.1,37863,20.65,0.198547215
de Ladoucette Pouilly-Fumé 2017,de Ladoucette,Pouilly-Fumé,2017,Upper Loire Valley,White,4.1,8716,21.45,0.191142191
Cloudy Bay Te Koko Sauvignon Blanc 2014,Cloudy Bay,Te Koko Sauvignon Blanc,2014,New Zealand,Sauvignon Blanc,4.2,6534,25.9,0.162162162
Ktima Gerovassiliou (Κτήμα Γεροβασιλείου) Malagousia Single Vineyard 2016,Ktima Gerovassiliou (Κτήμα Γεροβασιλείου),Malagousia Single Vineyard,2016,Greek,Malagouzia,4.1,5054,20.99,0.19533111
Château Carbonnieux Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2014,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2014,Bordeaux,White,4,7887,26.29,0.152149106
R. López de Heredia Viña Tondonia Viña Gravonia 2006,R. López de Heredia Viña Tondonia,Viña Gravonia,2006,Spanish,Rioja White,4.1,4475,20.5,0.2
Gaía Assyrtiko by Gaia Wild Ferment 2016,Gaía,Assyrtiko by Gaia Wild Ferment,2016,Greek Santorini,White,3.9,4409,22.31,0.174809502
Pieropan La Rocca Soave Classico 2014,Pieropan,La Rocca Soave Classico,2014,Italian,Soave,4,4852,27.25,0.146788991
Terlan (Terlano) Pinot Bianco Riserva Vorberg 2014,Terlan (Terlano),Pinot Bianco Riserva Vorberg,2014,Northern Italy,Pinot Blanc,4.1,5127,21.5,0.190697674
Château Carbonnieux Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2012,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2012,Bordeaux,White,4,7887,27.43,0.145825738
Bouza Albariño 2018,Bouza,Albariño,2018,,,3.9,4424,24,0.1625
Hamilton Russell Vineyards Chardonnay 2016,Hamilton Russell Vineyards,Chardonnay,2016,South African,Chardonnay,4.1,5375,27.31,0.150128158
Pieropan La Rocca Soave Classico 2016,Pieropan,La Rocca Soave Classico,2016,Italian,Soave,4,4852,22.95,0.174291939
Rafael Palacios Louro Godello 2017,Rafael Palacios,Louro Godello,2017,,,4,4380,23.9,0.167364017
Château de Tracy Pouilly-Fumé 2015,Château de Tracy,Pouilly-Fumé,2015,Upper Loire Valley,White,4,4961,25.13,0.159172304
E. Guigal Condrieu 2013,E. Guigal,Condrieu,2013,Northern Rhône,Condrieu,4,4722,21.42,0.186741363
Terlan (Terlano) Pinot Bianco Riserva Vorberg 2012,Terlan (Terlano),Pinot Bianco Riserva Vorberg,2012,Northern Italy,Pinot Blanc,4.1,5127,21.42,0.191409897
Cakebread Sauvignon Blanc 2017,Cakebread,Sauvignon Blanc,2017,Californian,Sauvignon Blanc,4,4893,29.5,0.13559322
Emidio Pepe Trebbiano d'Abruzzo 2015,Emidio Pepe,Trebbiano d'Abruzzo,2015,Central Italy,White,4,3272,21,0.19047619
Louis Latour Chablis 2017,Louis Latour,Chablis,2017,Burgundy,Chablis,3.9,3884,20,0.195
La Chablisienne Chablis 1er Cru 'Mont de Milieu' 2014,La Chablisienne,Chablis 1er Cru 'Mont de Milieu',2014,Burgundy,Chablis,4,2283,27.5,0.145454545
Castello Pomino Benefizio Riserva Pomino Bianco 2015,Castello Pomino,Benefizio Riserva Pomino Bianco,2015,Central Italy,White,4,2429,23.11,0.173085244
Domaines Schlumberger Riesling Alsace Grand Cru 'Saering' 2014,Domaines Schlumberger,Riesling Alsace Grand Cru 'Saering',2014,Alsace,Riesling,4,2301,24.49,0.163331972
Gérard Bertrand Domaine De Cigalus White 2016,Gérard Bertrand,Domaine De Cigalus White,2016,Languedoc-Roussillon,White,4.1,3066,29.8,0.137583893
Falkenstein Riesling 2015,Falkenstein,Riesling,2015,Northern Italy,White,4,2735,29.2,0.136986301
Gérard Bertrand Domaine De Cigalus White 2017,Gérard Bertrand,Domaine De Cigalus White,2017,Languedoc-Roussillon,White,4.1,3066,28.99,0.141428079
Planeta Chardonnay 2008,Planeta,Chardonnay,2008,Southern Italy,White,4.1,12294,29.24,0.140218878
Francis Ford Coppola Director's Cut Chardonnay 2016,Francis Ford Coppola,Director's Cut Chardonnay,2016,Californian,Chardonnay,4,2649,21.99,0.181900864
Domaine Vacheron Sancerre Le Paradis 2017,Domaine Vacheron,Sancerre Le Paradis,2017,Upper Loire Valley,White,4.1,1995,28.57,0.143507175
Yves Cuilleron Condrieu La Petite Côte 2016,Yves Cuilleron,Condrieu La Petite Côte,2016,Northern Rhône,Condrieu,4.2,2722,29.83,0.140797855
Franz Haas Manna Schweizer 2016,Franz Haas,Manna Schweizer,2016,Northern Italy,White,4,3158,23.85,0.167714885
Colterenzio (Schreckbichl) Lafóa Sauvignon 2014,Colterenzio (Schreckbichl),Lafóa Sauvignon,2014,Northern Italy,White,4.1,2660,21.8,0.188073394
Domaine Huet Vouvray Le Haut-Lieu Sec 2015,Domaine Huet,Vouvray Le Haut-Lieu Sec,2015,Loire,Chenin Blanc,4,2803,26.92,0.14858841
Passopisciaro Passobianco 2016,Passopisciaro,Passobianco,2016,Southern Italy,White,4,1119,27.47,0.145613396
J. Hofstätter Kolbenhof Gewürztraminer 2014,J. Hofstätter,Kolbenhof Gewürztraminer,2014,Northern Italy,Gewürztraminer,4.2,2231,22.77,0.184453228
Marisa Cuomo Furore Costa d'Amalfi Bianco 2018,Marisa Cuomo,Furore Costa d'Amalfi Bianco,2018,Southern Italy,White,3.9,3194,20.72,0.188223938
Famille Perrin Châteauneuf-du-Pape Les Sinards Blanc 2017,Famille Perrin,Châteauneuf-du-Pape Les Sinards Blanc,2017,Southern Rhône,White,4,3868,27.5,0.145454545
J.A. Ferret Pouilly-Fuissé 2015,J.A. Ferret,Pouilly-Fuissé,2015,Burgundy,Macônnais White,4.1,2003,25.21,0.162633875
Joh. Jos. Prüm Graacher Himmelreich Riesling Kabinett 2015,Joh. Jos. Prüm,Graacher Himmelreich Riesling Kabinett,2015,German,Riesling,4.1,2039,22.99,0.178338408
Joh. Jos. Prüm Graacher Himmelreich Riesling Kabinett 2012,Joh. Jos. Prüm,Graacher Himmelreich Riesling Kabinett,2012,German,Riesling,4.1,2039,28.99,0.141428079
Terlan (Terlano) Riserva Nova Domus Terlaner 2012,Terlan (Terlano),Riserva Nova Domus Terlaner,2012,Northern Italy,White,4.2,2769,29.83,0.140797855
Livio Felluga Illivio 2015,Livio Felluga,Illivio,2015,Northern Italy,White,4,1846,24.62,0.162469537
Michel Redde La Moynerie Pouilly-Fumé 2017,Michel Redde,La Moynerie Pouilly-Fumé,2017,Upper Loire Valley,White,3.9,2047,23.99,0.162567737
Benito Ferrara Vigna Cicogna Greco di Tufo 2018,Benito Ferrara,Vigna Cicogna Greco di Tufo,2018,Southern Italy,White,4.1,2372,20.31,0.201871
Tramin Unterebner Pinot Grigio 2016,Tramin,Unterebner Pinot Grigio,2016,Northern Italy,Pinot Grigio,4,1280,25,0.16
R. López de Heredia Viña Tondonia Viña Gravonia 2009,R. López de Heredia Viña Tondonia,Viña Gravonia,2009,Spanish,Rioja White,4.1,4475,20.5,0.2
Mullineux Old Vines White 2014,Mullineux,Old Vines White,2014,,,4,2438,28.99,0.137978613
Hugel Jubilee Riesling 2009,Hugel,Jubilee Riesling,2009,Alsace,Riesling,4,1239,29.36,0.136239782
J.A. Ferret Pouilly-Fuissé 2014,J.A. Ferret,Pouilly-Fuissé,2014,Burgundy,Macônnais White,4.1,2003,29.95,0.136894825
Thorne & Daughters Rocking Horse Cape White 2016,Thorne & Daughters,Rocking Horse Cape White,2016,,,4.1,1030,23.68,0.173141892
Vincent Gaudry Sancerre Le Tournebride 2017,Vincent Gaudry,Sancerre Le Tournebride,2017,Upper Loire Valley,White,3.9,1420,22,0.177272727
Joh. Jos. Prüm Graacher Himmelreich Riesling Kabinett 2016,Joh. Jos. Prüm,Graacher Himmelreich Riesling Kabinett,2016,German,Riesling,4.1,2039,25.12,0.163216561
Monteviejo Lindaflor Chardonnay 2016,Monteviejo,Lindaflor Chardonnay,2016,Argentinian,Chardonnay,4,1674,29.32,0.136425648
Planeta Cometa Sicilia 2012,Planeta,Cometa Sicilia,2012,Southern Italy,White,4,4549,20.5,0.195121951
Les Cretes Cuvée Bois Chardonnay 2016,Les Cretes,Cuvée Bois Chardonnay,2016,Northern Italy,White,4,2145,28.57,0.140007
Dr. Loosen Wehlener Sonnenuhr Riesling Spätlese 2015,Dr. Loosen,Wehlener Sonnenuhr Riesling Spätlese,2015,German,Riesling,4,1365,20.95,0.190930788
Bucci Villa Bucci Riserva 2015,Bucci,Villa Bucci Riserva,2015,Central Italy,White,4,2214,25.95,0.154142582
Dönnhoff Oberhäuser Leistenberg Riesling Kabinett 2012,Dönnhoff,Oberhäuser Leistenberg Riesling Kabinett,2012,German,Riesling,4,2362,27.68,0.144508671
Wine & Soul Douro Guru Branco 2017,Wine & Soul,Douro Guru Branco,2017,Northern Portugal,White,4.2,2682,23.53,0.178495538
Beaumont Hope Marguerite 2017,Beaumont,Hope Marguerite,2017,South African,Chenin Blanc,4.1,1622,27.5,0.149090909
Collovray & Terrier Deux Roches Vieilles Vignes Pouilly-Fuissé 2015,Collovray & Terrier,Deux Roches Vieilles Vignes Pouilly-Fuissé,2015,Burgundy,Macônnais White,4.1,664,23.05,0.177874187
Famille Perrin Châteauneuf-du-Pape Les Sinards Blanc 2016,Famille Perrin,Châteauneuf-du-Pape Les Sinards Blanc,2016,Southern Rhône,White,4,3868,28.33,0.141193082
Damijan Podversic Ribolla Gialla 2011,Damijan Podversic,Ribolla Gialla,2011,Northern Italy,White,4.2,1974,29.32,0.14324693
Vie di Romans Vieris Sauvignon Blanc 2015,Vie di Romans,Vieris Sauvignon Blanc,2015,Northern Italy,White,4.2,1853,20.41,0.20578148
Remírez de Ganuza Rioja Blanco 2017,Remírez de Ganuza,Rioja Blanco,2017,Spanish,Rioja White,4.2,1167,21.21,0.198019802
Grosset Polish Hill Riesling 2015,Grosset,Polish Hill Riesling,2015,Australian,Riesling,4.1,2362,29.5,0.138983051
Henri Bourgeois Sancerre La Bourgeoise Blanc 2016,Henri Bourgeois,Sancerre La Bourgeoise Blanc,2016,Upper Loire Valley,White,4,2461,24.28,0.164744646
François Chidaine Les Bournais Montlouis Sur Loire 2015,François Chidaine,Les Bournais Montlouis Sur Loire,2015,Loire,Chenin Blanc,4.1,1051,24.79,0.16538927
Radikon Slatnik 2017,Radikon,Slatnik,2017,Northern Italy,White,4.1,1338,21.76,0.188419118
Valdesil Pezas da Portela Godello 2014,Valdesil,Pezas da Portela Godello,2014,,,4.1,866,22.48,0.182384342
Greywacke Wild Sauvignon 2010,Greywacke,Wild Sauvignon,2010,New Zealand,Sauvignon Blanc,4.2,4102,20,0.21
Beaumont Hope Marguerite 2016,Beaumont,Hope Marguerite,2016,South African,Chenin Blanc,4.1,1622,22.95,0.178649237
Domaines Ott Clos Mireille Blanc de Blancs 2014,Domaines Ott,Clos Mireille Blanc de Blancs,2014,,,4,1381,24.98,0.160128102
Quinta das Bágeiras Pai Abel Branco 2014,Quinta das Bágeiras,Pai Abel Branco,2014,Northern Portugal,White,4.2,993,25.16,0.166931638
Franz Hirtzberger Rotes Tor - Grüner Veltliner Federspiel 2013,Franz Hirtzberger,Rotes Tor - Grüner Veltliner Federspiel,2013,Austrian,Grüner Veltliner,4,2166,21.76,0.183823529
Groot Constantia Chardonnay 2018,Groot Constantia,Chardonnay,2018,South African,Chardonnay,4.1,1407,24.32,0.168585526
Les Héritiers du Comte Lafon Vire-Clessé 2015,Les Héritiers du Comte Lafon,Vire-Clessé,2015,,,4,1294,20.16,0.198412698
Mar de Frades Rias Baixas Albariño Finca Valiñas 2015,Mar de Frades,Rias Baixas Albariño Finca Valiñas,2015,Spanish,Albariño,4,578,20.37,0.196367207
Grosset Polish Hill Riesling 2016,Grosset,Polish Hill Riesling,2016,Australian,Riesling,4.1,2362,29.95,0.136894825
Thevenet Quintaine Cuvée E.J. Thevenet Viré-Clessé 2014,Thevenet Quintaine,Cuvée E.J. Thevenet Viré-Clessé,2014,Burgundy,Macônnais White,4.2,2398,29.25,0.143589744
Spottswoode Sauvignon Blanc 2016,Spottswoode,Sauvignon Blanc,2016,Californian,Sauvignon Blanc,4.1,1066,25,0.164
Domaine Huet Vouvray Clos du Bourg Sec 2014,Domaine Huet,Vouvray Clos du Bourg Sec,2014,Loire,Chenin Blanc,4.1,1478,22.26,0.184186882
Marimar Estate Don Miguel Vineyard La Masía Chardonnay 2017,Marimar Estate,Don Miguel Vineyard La Masía Chardonnay,2017,Californian,Chardonnay,4.1,1901,29.99,0.136712237
Sébastien Riffault Skeveldra Sancerre 2013,Sébastien Riffault,Skeveldra Sancerre,2013,Upper Loire Valley,White,4,1099,21.68,0.184501845
Dominio do Bibei Ribeira Sacra Lapola 2016,Dominio do Bibei,Ribeira Sacra Lapola,2016,,,4,1787,22.99,0.173988691
Manincor Sophie 2017,Manincor,Sophie,2017,Northern Italy,White,4,1100,24.37,0.164136233
Guillemot-Michel Quintaine Mâcon-Villages 2016,Guillemot-Michel,Quintaine Mâcon-Villages,2016,Burgundy,Macônnais White,4.1,1364,25.16,0.162957075
Tokara Director's Reserve White 2016,Tokara,Director's Reserve White,2016,,,4.1,1563,23.9,0.171548117
Keermont Terrasse 2015,Keermont,Terrasse,2015,South African,Chenin Blanc,4,782,21.95,0.182232346
Grattamacco Vermentino Bolgheri 2016,Grattamacco,Vermentino Bolgheri,2016,Central Italy,White,4,955,27,0.148148148
Movia Veliko Blanc 2009,Movia,Veliko Blanc,2009,,,4.1,653,27.31,0.150128158
Suertes del Marqués Vidonia 2017,Suertes del Marqués,Vidonia,2017,,,3.9,832,29.99,0.130043348
Alphonse Mellot Génération Dix-Neuf Sancerre 2013,Alphonse Mellot,Génération Dix-Neuf Sancerre,2013,Upper Loire Valley,White,4.1,503,24.37,0.168239639
Emidio Pepe Trebbiano d'Abruzzo 2017,Emidio Pepe,Trebbiano d'Abruzzo,2017,Central Italy,White,4,3272,29.41,0.13600816
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Kabinett 2016,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Kabinett,2016,German,Riesling,4.1,1758,20,0.205
Pazo Barrantes La Comtesse de Pazo Barrantes Albariño 2015,Pazo Barrantes,La Comtesse de Pazo Barrantes Albariño,2015,Spanish,Albariño,4.1,974,26.26,0.156130998
Gérard Boulay Sancerre à Chavignol Blanc 2018,Gérard Boulay,Sancerre à Chavignol Blanc,2018,Upper Loire Valley,White,4,1518,24.95,0.160320641
Jean-Marc Brocard Chablis Premier Cru 'Vau de Vey' 2016,Jean-Marc Brocard,Chablis Premier Cru 'Vau de Vey',2016,Burgundy,Chablis,4,1433,26.67,0.149981252
Feudi di San Gregorio Campanaro 2017,Feudi di San Gregorio,Campanaro,2017,Southern Italy,White,3.8,1255,24.63,0.154283394
Babylonstoren Chardonnay 2018,Babylonstoren,Chardonnay,2018,South African,Chardonnay,4.2,1390,20.79,0.202020202
