FullName,Winery,WineName,Year,Region,RegionalVariety,WineRating,WineRatingCount,WinePrice,WineRatingPriceRatio
Cartuxa Scala Coeli Branco 2012,Cartuxa,Scala Coeli Branco,2012,Southern Portugal,White,4.1,1021,20.42,0.200783546
Domaine Long Depaquit Chablis Premier Cru 'Les Vaillons' 2017,Domaine Long Depaquit,Chablis Premier Cru 'Les Vaillons',2017,Burgundy,Chablis,3.9,1856,21.84,0.178571429
Marc Kreydenweiss Wiebelsberg Grand Cru 2016,Marc Kreydenweiss,Wiebelsberg Grand Cru,2016,Alsace,Riesling,4.1,1190,23.53,0.174245644
S.A. Prüm Wehlener Sonnenuhr Riesling Kabinett 2008,S.A. Prüm,Wehlener Sonnenuhr Riesling Kabinett,2008,German,Riesling,4,663,25.94,0.154202005
Château Clarke Le Merle Blanc de Château Clarke Bordeaux Blanc 2016,Château Clarke,Le Merle Blanc de Château Clarke Bordeaux Blanc,2016,Bordeaux,White,4.1,456,22.99,0.178338408
Domaine du Pelican Arbois Chardonnay 2016,Domaine du Pelican,Arbois Chardonnay,2016,Jura,White,4.1,800,25.21,0.162633875
Domaine des Marnes Blanches Savagnin En Quatre Vis 2016,Domaine des Marnes Blanches,Savagnin En Quatre Vis,2016,Jura,White,4.1,259,28.95,0.141623489
Alain Jaume Domaine Grand Veneur Châteauneuf-du-Pape 'Le Miocène' Blanc 2017,Alain Jaume,Domaine Grand Veneur Châteauneuf-du-Pape 'Le Miocène' Blanc,2017,Southern Rhône,White,4.2,424,24.79,0.169423154
Domaine Long Depaquit Chablis Premier Cru 'Les Beugnons' 2015,Domaine Long Depaquit,Chablis Premier Cru 'Les Beugnons',2015,Burgundy,Chablis,4,578,29.17,0.137127185
Radikon Pinot Grigio 2016,Radikon,Pinot Grigio,2016,Northern Italy,Pinot Grigio,4,1179,23.95,0.167014614
Greywacke Chardonnay 2011,Greywacke,Chardonnay,2011,New Zealand,Chardonnay,4,866,28.5,0.140350877
Nicolas Joly Les Vieux Clos 2009,Nicolas Joly,Les Vieux Clos,2009,Loire,Chenin Blanc,3.9,2744,24.37,0.160032827
Domaine des Sénéchaux Châteauneuf-du-Pape Blanc 2013,Domaine des Sénéchaux,Châteauneuf-du-Pape Blanc,2013,Southern Rhône,White,4,802,28.56,0.140056022
Manincor Eichhorn Pinot Bianco 2017,Manincor,Eichhorn Pinot Bianco,2017,Northern Italy,Pinot Blanc,4,813,20.08,0.199203187
Skerk Ograde 2017,Skerk,Ograde,2017,Northern Italy,White,4.1,1113,24.28,0.168863262
Trimbach Pinot Gris Alsace Réserve Personnelle 2010,Trimbach,Pinot Gris Alsace Réserve Personnelle,2010,Alsace,Pinot Gris,4.1,1576,27.68,0.148121387
Domaine Huet Clos du Bourg Vouvray Demi-Sec 2015,Domaine Huet,Clos du Bourg Vouvray Demi-Sec,2015,Loire,Chenin Blanc,4.1,449,26.89,0.152473038
François Chidaine Les Bournais Montlouis Sur Loire 2017,François Chidaine,Les Bournais Montlouis Sur Loire,2017,Loire,Chenin Blanc,4.1,1051,23.44,0.174914676
Azores Wine Company Arinto dos Açores 2014,Azores Wine Company,Arinto dos Açores,2014,Southern Portugal,White,3.9,865,23.56,0.165534805
Joh. Jos. Prüm Graacher Himmelreich Riesling Kabinett 2017,Joh. Jos. Prüm,Graacher Himmelreich Riesling Kabinett,2017,German,Riesling,4.1,2039,20.08,0.204183267
Maçanita Branco 2015,Maçanita,Branco,2015,Northern Portugal,White,3.9,501,20.77,0.187770823
Bouchard Finlayson Missionvale Chardonnay 2015,Bouchard Finlayson,Missionvale Chardonnay,2015,South African,Chardonnay,4,640,22.95,0.174291939
Domaine Pinson Chablis 2017,Domaine Pinson,Chablis,2017,Burgundy,Chablis,3.8,746,24,0.158333333
La Taille Aux Loups Clos Michet 2017,La Taille Aux Loups,Clos Michet,2017,Loire,Chenin Blanc,4.1,701,25.48,0.160910518
Marc Colin Saint-Aubin La Fontenotte 2015,Marc Colin,Saint-Aubin La Fontenotte,2015,Burgundy,Côte de Beaune White,3.9,651,22.68,0.171957672
Domaine Nathalie et Gilles Fevre Fourchaume Chablis Premier Cru 2017,Domaine Nathalie et Gilles Fevre,Fourchaume Chablis Premier Cru,2017,Burgundy,Chablis,4,851,20,0.2
Louis Chèze Brèze Condrieu 2017,Louis Chèze,Brèze Condrieu,2017,Northern Rhône,Condrieu,4.2,590,29.41,0.142808569
Domaine Feuillat-Juillot Montagny 1er Cru 'Les Coères' 2016,Domaine Feuillat-Juillot,Montagny 1er Cru 'Les Coères',2016,Burgundy,Côte Chalonnaise White,3.9,903,21.95,0.177676538
Alheit Vineyards Hemelrand Vine Garden 2015,Alheit Vineyards,Hemelrand Vine Garden,2015,,,4.1,352,27.2,0.150735294
Domaine Gérard Thomas Saint-Aubin 1er Cru 'Murgers des Dents de Chien' 2016,Domaine Gérard Thomas,Saint-Aubin 1er Cru 'Murgers des Dents de Chien',2016,Burgundy,Côte de Beaune White,4.1,616,25,0.164
Domaine Zind Humbrecht Riesling Roche Granitique 2016,Domaine Zind Humbrecht,Riesling Roche Granitique,2016,Alsace,Riesling,4.1,145,20.96,0.195610687
Vondeling Wines Babiana 2014,Vondeling Wines,Babiana,2014,,,4.1,1023,14.995,0.273424475
Pascal Cotat Les Monts Damnés Sancerre 2017,Pascal Cotat,Les Monts Damnés Sancerre,2017,Upper Loire Valley,White,4.1,1888,22.68,0.180776014
Domaine Huet Clos du Bourg Vouvray Demi-Sec 2014,Domaine Huet,Clos du Bourg Vouvray Demi-Sec,2014,Loire,Chenin Blanc,4.1,449,24.37,0.168239639
Robert-Denogent La Croix Vieilles Vignes Pouilly-Fuissé 2016,Robert-Denogent,La Croix Vieilles Vignes Pouilly-Fuissé,2016,Burgundy,Macônnais White,4.1,938,24.37,0.168239639
Francois Villard Condrieu DePoncins 2016,Francois Villard,Condrieu DePoncins,2016,Northern Rhône,Condrieu,4.2,953,27.99,0.150053591
Jean-Baptiste Ponsot Rully 1er Cru 'Molesme' Blanc 2014,Jean-Baptiste Ponsot,Rully 1er Cru 'Molesme' Blanc,2014,Burgundy,Côte Chalonnaise White,4.1,586,25.2,0.162698413
Donnafugata Contessa Entellina Chiarandà 2016,Donnafugata,Contessa Entellina Chiarandà,2016,Southern Italy,White,4,1487,20.58,0.19436346
Moreau-Naudet Chablis 1er Cru 'Montmains' 2017,Moreau-Naudet,Chablis 1er Cru 'Montmains',2017,Burgundy,Chablis,4.1,870,29.5,0.138983051
Agnès Paquet Auxey-Duresses Blanc 2016,Agnès Paquet,Auxey-Duresses Blanc,2016,Burgundy,Côte de Beaune White,3.9,868,25.6,0.15234375
Domaine Rapet Pernand-Vergelesses 'Les Combottes' 2015,Domaine Rapet,Pernand-Vergelesses 'Les Combottes',2015,Burgundy,Côte de Beaune White,4,524,28.15,0.142095915
Delaire Graff White Reserve 2017,Delaire Graff,White Reserve,2017,,,3.9,644,21.45,0.181818182
Neudorf Vineyards Chardonnay 2014,Neudorf Vineyards,Chardonnay,2014,New Zealand,Chardonnay,4,605,27.6,0.144927536
Château Fonréaud Le Cygne Bordeaux Blanc 2016,Château Fonréaud,Le Cygne Bordeaux Blanc,2016,Bordeaux,White,4,764,25.8,0.15503876
Stina Pošip 2017,Stina,Pošip,2017,,,4.1,651,27,0.151851852
Domaine Christophe Pichon Condrieu 2016,Domaine Christophe Pichon,Condrieu,2016,Northern Rhône,Condrieu,4.1,855,29.5,0.138983051
Weingut Knoll Ried Kreutles Loibner Grüner Veltliner Smaragd 2017,Weingut Knoll,Ried Kreutles Loibner Grüner Veltliner Smaragd,2017,Austrian,Grüner Veltliner,3.9,941,29.99,0.130043348
Erdevik Omnibus Lector Chardonnay 2015,Erdevik,Omnibus Lector Chardonnay,2015,,,4.2,219,21.2,0.198113208
Poeira Branco 2014,Poeira,Branco,2014,Northern Portugal,White,4.1,400,29.62,0.138419986
Casal Farneto Cimaio Bianco 2015,Casal Farneto,Cimaio Bianco,2015,Central Italy,White,4.1,395,28.01,0.146376294
La Chablisienne Chablis 1er Cru 'Mont de Milieu' 2016,La Chablisienne,Chablis 1er Cru 'Mont de Milieu',2016,Burgundy,Chablis,4,2283,26.67,0.149981252
Quinta do Pinto Grande Escolha 2014,Quinta do Pinto,Grande Escolha,2014,Southern Portugal,White,4,252,24.11,0.165906263
Nino Negri Ca' Brione Terrazze Retiche di Sondrio 2018,Nino Negri,Ca' Brione Terrazze Retiche di Sondrio,2018,Northern Italy,White,4.1,1399,28.5,0.143859649
Terlan (Terlano) Pinot Bianco Riserva Vorberg 2017,Terlan (Terlano),Pinot Bianco Riserva Vorberg,2017,Northern Italy,Pinot Blanc,4.1,5127,23.44,0.174914676
Ca' Lojera Annata Storica 1999,Ca' Lojera,Annata Storica,1999,Northern Italy,White,4.1,97,28.31,0.14482515
Maxime Magnon La Bégou White 2016,Maxime Magnon,La Bégou White,2016,Languedoc-Roussillon,White,4.1,495,22.68,0.180776014
Casa da Passarella O Fugitivo Garrafeira Branco 2015,Casa da Passarella,O Fugitivo Garrafeira Branco,2015,Northern Portugal,White,4.2,238,24.63,0.170523752
Domaine du Tunnel Saint-Péray Roussanne 2016,Domaine du Tunnel,Saint-Péray Roussanne,2016,Northern Rhône,Saint-Péray,4,543,25,0.16
Willm Riesling Grand Cru Kirchberg de Barr 2015,Willm,Riesling Grand Cru Kirchberg de Barr,2015,Alsace,Riesling,3.9,374,27.06,0.144124169
Domaine Laurent Cognard Montagny Premier Cru 'Les Bassets' 2016,Domaine Laurent Cognard,Montagny Premier Cru 'Les Bassets',2016,Burgundy,Côte Chalonnaise White,4,514,22.5,0.177777778
Veralda Ambra Malvazija Istarska 2015,Veralda,Ambra Malvazija Istarska,2015,,,4.1,175,24,0.170833333
Savage White 2014,Savage,White,2014,,,4.2,546,22.5,0.186666667
Marcel Deiss Grasberg 2012,Marcel Deiss,Grasberg,2012,,,4.1,569,28.99,0.141428079
Momento Mori Fistful of Flowers 2019,Momento Mori,Fistful of Flowers,2019,,,4.2,289,29,0.144827586
Antoine Arena Carco Patrimonio Blanc 2016,Antoine Arena,Carco Patrimonio Blanc,2016,,,3.9,692,21.84,0.178571429
Antoine Arena Carco Patrimonio Blanc 2015,Antoine Arena,Carco Patrimonio Blanc,2015,,,3.9,692,21.84,0.178571429
Francois Villard Viognier Les Contours de Deponcins 2017,Francois Villard,Viognier Les Contours de Deponcins,2017,Northern Rhône,White,4,1559,26,0.153846154
Savage White 2017,Savage,White,2017,,,4.2,546,27.99,0.150053591
Domaine Zind Humbrecht Riesling Alsace Clos Häuserer 2017,Domaine Zind Humbrecht,Riesling Alsace Clos Häuserer,2017,Alsace,Riesling,4.2,1500,26.67,0.157480315
Cesconi Olivar 2016,Cesconi,Olivar,2016,Northern Italy,White,4,631,21.75,0.183908046
Cesconi Olivar 2012,Cesconi,Olivar,2012,Northern Italy,White,4,631,25,0.16
Valentin Zusslin Clos Liebenberg Monopole Riesling 2014,Valentin Zusslin,Clos Liebenberg Monopole Riesling,2014,Alsace,Riesling,4.1,440,27.3,0.15018315
Ata Rangi Petrie Chardonnay 2014,Ata Rangi,Petrie Chardonnay,2014,New Zealand,Chardonnay,4,290,23.92,0.16722408
Hogan Wines Chenin Blanc 2015,Hogan Wines,Chenin Blanc,2015,South African,Chenin Blanc,4.1,241,26.99,0.151908114
Domaine de Bellevue Gaïa 2016,Domaine de Bellevue,Gaïa,2016,Loire Muscadet,Muscadet,4,377,26.89,0.148754184
Domaine Pattes Loup Chablis 2016,Domaine Pattes Loup,Chablis,2016,Burgundy,Chablis,4,1937,24.28,0.164744646
Skerk Ograde 2012,Skerk,Ograde,2012,Northern Italy,White,4.1,1113,21.84,0.187728938
Dupont-Fahn Bourgogne 'Chaumes des Perrières' 2015,Dupont-Fahn,Bourgogne 'Chaumes des Perrières',2015,Burgundy,White,4,486,27.4,0.145985401
Domaine Jacqueson Rully 1er Cru 'La Pucelle' 2017,Domaine Jacqueson,Rully 1er Cru 'La Pucelle',2017,Burgundy,Côte Chalonnaise White,4.1,1156,22.5,0.182222222
B Vintners Haarlem to Hope 2017,B Vintners,Haarlem to Hope,2017,,,4,211,20.95,0.190930788
Sartarelli Balciana 2014,Sartarelli,Balciana,2014,Central Italy,White,4.1,542,22.68,0.180776014
Agnès Paquet Auxey-Duresses Blanc 2017,Agnès Paquet,Auxey-Duresses Blanc,2017,Burgundy,Côte de Beaune White,3.9,868,26.47,0.147336607
San Salvatore Pian di Stio Fiano 2018,San Salvatore,Pian di Stio Fiano,2018,Southern Italy,White,4,833,27.05,0.147874307
Mira do Ó Druida Encruzado Reserva 2016,Mira do Ó,Druida Encruzado Reserva,2016,Northern Portugal,White,4.1,548,23.5,0.174468085
Simon Bize & Fils Savigny-les-Beaune 2017,Simon Bize & Fils,Savigny-les-Beaune,2017,Burgundy,Côte de Beaune White,4,930,27.73,0.144248107
Louis Chèze Ro-Rée Saint-Joseph Blanc 2017,Louis Chèze,Ro-Rée Saint-Joseph Blanc,2017,Northern Rhône,White,4,377,23.33,0.171453065
Masciarelli Marina Cvetić Chardonnay 2017,Masciarelli,Marina Cvetić Chardonnay,2017,Central Italy,White,4.2,1652,22.09,0.190131281
Domaine Laurent Cognard Montagny Premier Cru 'Les Bassets' 2017,Domaine Laurent Cognard,Montagny Premier Cru 'Les Bassets',2017,Burgundy,Côte Chalonnaise White,4,514,27.5,0.145454545
Meyer - Näkel Illusion Eins (Blanc de Noir) 2016,Meyer - Näkel,Illusion Eins (Blanc de Noir),2016,,,4,554,21.35,0.18735363
Georges Burrier Pouilly-Fuissé 2016,Georges Burrier,Pouilly-Fuissé,2016,Burgundy,Macônnais White,3.9,564,28.65,0.136125654
Quinta da Pedra Eminência Loureiro 2013,Quinta da Pedra,Eminência Loureiro,2013,Northern Portugal,White,4,405,24.82,0.161160355
Dönnhoff Norheimer Kirschheck Riesling Spätlese 2017,Dönnhoff,Norheimer Kirschheck Riesling Spätlese,2017,German,Riesling,4.1,565,26.68,0.153673163
Maximin Grünhaus Maximin Grünhäuser Abtsberg Riesling Kabinett 2014,Maximin Grünhaus,Maximin Grünhäuser Abtsberg Riesling Kabinett,2014,German,Riesling,4,1102,21.9,0.182648402
Dönnhoff Niederhäuser Hermannshöhle Riesling Spätlese 2011,Dönnhoff,Niederhäuser Hermannshöhle Riesling Spätlese,2011,German,Riesling,4.2,820,29.95,0.140233723
De Martino Tres Volcanes Chardonnay 2017,De Martino,Tres Volcanes Chardonnay,2017,Chilean,Chardonnay,4.1,80,24,0.170833333
Willi Schaefer Graacher Domprobst Riesling Spätlese 2016,Willi Schaefer,Graacher Domprobst Riesling Spätlese,2016,German,Riesling,4.1,513,26.68,0.153673163
Clement Baraut Le Pitrouillet Savennières 2016,Clement Baraut,Le Pitrouillet Savennières,2016,Loire,Chenin Blanc,3.8,200,21.76,0.174632353
Joblot Servoisine Givry 1er Cru Blanc 2015,Joblot,Servoisine Givry 1er Cru Blanc,2015,Burgundy,Côte Chalonnaise White,4.1,432,27.5,0.149090909
Domaine Feuillat-Juillot Cuvée Les Grappes d'Or Montagny 1er Cru 2016,Domaine Feuillat-Juillot,Cuvée Les Grappes d'Or Montagny 1er Cru,2016,Burgundy,Côte Chalonnaise White,4,301,22.95,0.174291939
Greywacke Wild Sauvignon 2017,Greywacke,Wild Sauvignon,2017,New Zealand,Sauvignon Blanc,4.2,4102,24,0.175
Murgo Tenuta San Michele Etna Bianco 2017,Murgo,Tenuta San Michele Etna Bianco,2017,Southern Italy,White,3.8,257,22.06,0.17225748
Domaine Belleville Rully 1er Cru 'La Pucelle' 2014,Domaine Belleville,Rully 1er Cru 'La Pucelle',2014,Burgundy,Côte Chalonnaise White,4.1,370,29.99,0.136712237
Domaine Jean & Gilles Lafouge Auxey-Duresses 'Les Hautés' 2014,Domaine Jean & Gilles Lafouge,Auxey-Duresses 'Les Hautés',2014,Burgundy,Côte de Beaune White,4,361,24.95,0.160320641
Montcalmès Coteaux du Languedoc Blanc 2015,Montcalmès,Coteaux du Languedoc Blanc,2015,Languedoc-Roussillon,White,4,1415,21.84,0.183150183
Stephane Montez - Domaine du Monteillet Saint-Joseph Blanc 2016,Stephane Montez - Domaine du Monteillet,Saint-Joseph Blanc,2016,Northern Rhône,White,4,383,28.95,0.138169257
Elena Walch Vigna Kastelaz Gewürztraminer 2018,Elena Walch,Vigna Kastelaz Gewürztraminer,2018,Northern Italy,Gewürztraminer,4.2,1489,26.21,0.160244182
Joblot Givry 'En Veau' 1er Cru 2016,Joblot,Givry 'En Veau' 1er Cru,2016,Burgundy,Côte Chalonnaise White,4.1,290,23.44,0.174914676
Champalou Le Portail Vouvray 2013,Champalou,Le Portail Vouvray,2013,Loire,Chenin Blanc,4.1,387,29.38,0.139550715
Domaine Zind Humbrecht Riesling Alsace Thann 2013,Domaine Zind Humbrecht,Riesling Alsace Thann,2013,Alsace,Riesling,4.1,90,22.64,0.181095406
Mauro Estévez Vino de Autor Ribeiro Blanco 2017,Mauro Estévez,Vino de Autor Ribeiro Blanco,2017,,,4.1,187,21,0.195238095
Prieur-Brunet Meursault 2015,Prieur-Brunet,Meursault,2015,Burgundy,Côte de Beaune White,4,168,27.95,0.143112701
Domaine Nathalie et Gilles Fevre Vaulorent Chablis Premier Cru 2014,Domaine Nathalie et Gilles Fevre,Vaulorent Chablis Premier Cru,2014,Burgundy,Chablis,4,416,26.75,0.14953271
Domaine de l'Enclos - Romain et Damien Bouchard Chablis 1er Cru 'Vau de Vey' 2017,Domaine de l'Enclos - Romain et Damien Bouchard,Chablis 1er Cru 'Vau de Vey',2017,Burgundy,Chablis,4.1,101,21,0.195238095
Domaine de l'Ecu Taurus 2013,Domaine de l'Ecu,Taurus,2013,Loire Muscadet,Muscadet,4,248,26.26,0.152322925
Kooyong Estate Chardonnay 2016,Kooyong,Estate Chardonnay,2016,Australian,Chardonnay,3.9,374,21,0.185714286
Joblot Givry 'En Veau' 1er Cru 2015,Joblot,Givry 'En Veau' 1er Cru,2015,Burgundy,Côte Chalonnaise White,4.1,290,21,0.195238095
Gilles Morat Terres du Menhir Pouilly-Fuissé 2017,Gilles Morat,Terres du Menhir Pouilly-Fuissé,2017,Burgundy,Macônnais White,4,255,24.95,0.160320641
Fedellos do Couto Conasbrancas 2016,Fedellos do Couto,Conasbrancas,2016,,,3.9,234,25.4,0.153543307
Gerard Duplessis Chablis 2017,Gerard Duplessis,Chablis,2017,Burgundy,Chablis,3.8,516,24.99,0.152060824
Domaine Jean Teiller Menetou-Salon Blanc 2016,Domaine Jean Teiller,Menetou-Salon Blanc,2016,Upper Loire Valley,White,3.8,681,25,0.152
Dirty & Rowdy Skin and Concrete Egg Fermented Semillon 2014,Dirty & Rowdy,Skin and Concrete Egg Fermented Semillon,2014,,,3.9,131,21,0.185714286
Guido Marsella Fiano di Avellino 2016,Guido Marsella,Fiano di Avellino,2016,Southern Italy,White,4,1352,21.75,0.183908046
Botanica Chenin Blanc 2016,Botanica,Chenin Blanc,2016,South African,Chenin Blanc,4,480,21.84,0.183150183
Can Ràfols dels Caus La Calma 2014,Can Ràfols dels Caus,La Calma,2014,,,4.1,554,28.52,0.143758766
Dönnhoff Oberhäuser Brücke Riesling Spätlese 2011,Dönnhoff,Oberhäuser Brücke Riesling Spätlese,2011,German,Riesling,4.1,639,26.95,0.152133581
Benjamin Leroux Saint-Romain  'Sous le Château' 2017,Benjamin Leroux,Saint-Romain  'Sous le Château',2017,Burgundy,Côte de Beaune White,4.1,345,23.6,0.173728814
Le Soula Blanc 2013,Le Soula,Blanc,2013,Languedoc-Roussillon,White,4.1,672,23.68,0.173141892
Dönnhoff Oberhäuser Brücke Riesling Spätlese 2013,Dönnhoff,Oberhäuser Brücke Riesling Spätlese,2013,German,Riesling,4.1,639,27.25,0.150458716
Can Bas La Creu 2018,Can Bas,La Creu,2018,Spanish,Sauvignon Blanc,4.1,228,24.37,0.168239639
Von Winning Deidesheimer Kalkofen GG 2017,Von Winning,Deidesheimer Kalkofen GG,2017,German,Riesling,4.1,642,28.31,0.14482515
Pranzegg Caroline 2014,Pranzegg,Caroline,2014,Northern Italy,White,4,207,28.29,0.141392718
Claude Riffault Les Chailloux Sancerre Blanc 2017,Claude Riffault,Les Chailloux Sancerre Blanc,2017,Upper Loire Valley,White,4,534,21,0.19047619
Villa Minna Vineyard Blanc 2011,Villa Minna Vineyard,Blanc,2011,,,4,375,21.95,0.182232346
Les Vins de Vienne - Cuilleron-Gaillard-Villard Condrieu 'La Chambée' 2017,Les Vins de Vienne - Cuilleron-Gaillard-Villard,Condrieu 'La Chambée',2017,Northern Rhône,Condrieu,4.1,555,29.41,0.139408365
Villa Russiz Sauvignon de la Tour 2012,Villa Russiz,Sauvignon de la Tour,2012,Northern Italy,White,3.9,441,23.36,0.166952055
Joblot Givry 'En Veau' 1er Cru 2014,Joblot,Givry 'En Veau' 1er Cru,2014,Burgundy,Côte Chalonnaise White,4.1,290,26.89,0.152473038
Salvador Quinta da Calçada Vinhas Velhas Branco 2015,Salvador,Quinta da Calçada Vinhas Velhas Branco,2015,Portuguese,Vinho Verde White,4.1,99,24.22,0.169281585
Jean Loron Pouilly-Fuissé 'Les Vieux Murs' 2016,Jean Loron,Pouilly-Fuissé 'Les Vieux Murs',2016,Burgundy,Macônnais White,4,747,25,0.16
Joh. Jos. Prüm Bernkasteler Badstube Riesling Kabinett 2015,Joh. Jos. Prüm,Bernkasteler Badstube Riesling Kabinett,2015,German,Riesling,4,608,23.6,0.169491525
Nals Margreid Baron Salvadori Chardonnay Riserva 2011,Nals Margreid,Baron Salvadori Chardonnay Riserva,2011,Northern Italy,White,4,455,24.37,0.164136233
Attis Nana Albariño 2016,Attis,Nana Albariño,2016,Spanish,Albariño,4,288,21.55,0.185614849
Domaine Ostertag Fronholz Riesling 2017,Domaine Ostertag,Fronholz Riesling,2017,Alsace,Riesling,4,551,24.7,0.16194332
Jean-Marc Brocard Chablis Premier Cru 'Montée de Tonnerre' 2018,Jean-Marc Brocard,Chablis Premier Cru 'Montée de Tonnerre',2018,Burgundy,Chablis,3.9,939,29.17,0.133699006
Guffens-Heynen En Crazy Mâcon-Pierreclos 2016,Guffens-Heynen,En Crazy Mâcon-Pierreclos,2016,Burgundy,Macônnais White,4,258,24.87,0.160836349
Hans Wirsching Iphöfer Kronsberg Scheurebe Alte Reben 2017,Hans Wirsching,Iphöfer Kronsberg Scheurebe Alte Reben,2017,,,4,179,25.35,0.157790927
Verget Saint-Véran 'Lieu (Inter) dit' 2017,Verget,Saint-Véran 'Lieu (Inter) dit',2017,Burgundy,Macônnais White,4,127,22.5,0.177777778
Thorne & Daughters Tin Soldier Sémillon 2015,Thorne & Daughters,Tin Soldier Sémillon,2015,,,4,291,28.99,0.137978613
Vincent Gaudry Sancerre 2017,Vincent Gaudry,Sancerre,2017,Upper Loire Valley,White,3.9,116,21.84,0.178571429
Schloss Johannisberg Rotlack Riesling Kabinett Trocken 2018,Schloss Johannisberg,Rotlack Riesling Kabinett Trocken,2018,German,Riesling,4,1208,20.92,0.191204589
Domaine Jean Dauvissat Chablis 1er Cru 'Côte de Lechet' 2015,Domaine Jean Dauvissat,Chablis 1er Cru 'Côte de Lechet',2015,Burgundy,Chablis,4,202,28,0.142857143
Bott-Geyl Gewürztraminer Alsace Grand Cru 'Furstentum' 2009,Bott-Geyl,Gewürztraminer Alsace Grand Cru 'Furstentum',2009,Alsace,Gewürztraminer,4.1,139,26.26,0.156130998
Marcel Deiss Schoffweg (Le Chemin des Brebis) 2014,Marcel Deiss,Schoffweg (Le Chemin des Brebis),2014,,,3.9,506,29.41,0.132607956
Franz Haas Manna Schweizer 2018,Franz Haas,Manna Schweizer,2018,Northern Italy,White,4,3158,20.08,0.199203187
Dönnhoff Oberhäuser Brücke Riesling Spätlese 2015,Dönnhoff,Oberhäuser Brücke Riesling Spätlese,2015,German,Riesling,4.1,639,29.5,0.138983051
Domaine Gérard Thomas Saint-Aubin 1er Cru 'Murgers des Dents de Chien' 2011,Domaine Gérard Thomas,Saint-Aubin 1er Cru 'Murgers des Dents de Chien',2011,Burgundy,Côte de Beaune White,4.1,616,22.3,0.183856502
François Crochet Les Perrois Sancerre 2017,François Crochet,Les Perrois Sancerre,2017,Upper Loire Valley,White,3.9,160,27.95,0.139534884
Jean-Paul & Benoit Droin Chablis Premier Cru Vosgros 2016,Jean-Paul & Benoit Droin,Chablis Premier Cru Vosgros,2016,Burgundy,Chablis,4,277,27.88,0.143472023
"Bret Brothers & The Soufrandière Saint-Véran ""La Combe DesRoches"" 2017",Bret Brothers & The Soufrandière,"Saint-Véran ""La Combe DesRoches""",2017,Burgundy,Macônnais White,4,96,25.21,0.158667196
